# Spark-gap event table. SI units unless noted in SPARK_GAP_METRICS.md.
# Storage units: s, V, V/s, Hz, J, C, A, H.
# event_index [1]: 0-based order of detected collapses. Used to plot conditioning.
# first_cycle [bool]: True when the preceding ramp is much flatter than the later population (startup / long plateau). Kept in the event table; excluded from typical stats.
# t_break [s]: Collapse-start time: first sample of the steepest ~20 ns drop. Event timestamp for all intervals; not the 1-sample voltage maximum.
# v_breakdown [V]: Median voltage over the ~20-50 ns plateau immediately before t_break. Repetitive breakdown voltage for that shot.
# v_undershoot [V]: Minimum in the ~200 ns after t_break. Includes inductive kick / probe ringing.
# v_residual [V]: Median voltage after ringing settles (~1-5 us post-edge), at the start of the next charging ramp. Recovery / restart voltage for the next cycle.
# dv_collapse [V]: v_breakdown - v_undershoot. Total observed swing including undershoot.
# period_s [s]: t_break[i] - t_break[i-1]. Undefined for event 0.
# rep_rate_hz [Hz]: 1 / period_s for that interval.
# t_collapse_10_90 [s]: t90 - t10. IEC/scope 10-90% fall time of the discharge edge.
# slew_collapse_mean [V/s]: 0.8 * (v_pre - v_post) / t_collapse_10_90. Mean collapse gradient; a lower bound set by scope bandwidth.
# slew_collapse_peak [V/s]: Maximum |dV/dt| over a 5 ns window on the falling edge.
# t_ring [s]: Dominant post-collapse ring period in the 50-400 ns window (median peak spacing of the residual after a short moving mean).
# charge_rate [V/s]: Least-squares slope of the linear charging ramp from residual settle to ~100 ns before t_break. I ≈ C * charge_rate if C is known.
# charge_r2 [1]: Coefficient of determination of the linear ramp fit. Low R² flags a non-linear ramp.
# v_charge_start [V]: Voltage at the start of the ramp-fit window.
# v_charge_end [V]: Voltage at the end of the ramp-fit window (near v_breakdown).
# recovery_s [s]: Time from t_break until a short local slope matches the next-cycle charge rate. Duration of the post-spark transient.
# energy_j [J]: 0.5 * C * v_breakdown^2. Only when --capacitance is given.
# charge_c [C]: C * (v_breakdown - v_residual). Only when --capacitance is given.
# source_current_a [A]: C * charge_rate during the linear ramp. Only when --capacitance is given.
# L_est_h [H]: 1 / ((2π / t_ring)^2 * C) if t_ring and C are known.
event_index,first_cycle,t_break,v_breakdown,v_undershoot,v_residual,dv_collapse,period_s,rep_rate_hz,t_collapse_10_90,slew_collapse_mean,slew_collapse_peak,t_ring,charge_rate,charge_r2,v_charge_start,v_charge_end,recovery_s,energy_j,charge_c,source_current_a,L_est_h
0,True,0.0008600000000000001,7200.0,7200.0,7200.0,0.0,,,5e-06,31999999.999999996,1759999999.9999998,,-667498.693910723,0.02598154740779679,4800.0,6800.0,,,,,
1,False,0.0013400000000000003,6400.0,6400.0,6400.0,0.0,0.0004800000000000002,2083.3333333333326,5e-06,31999999.999999996,1599999999.9999998,,12876061.120543297,0.9802301740034015,-1600.0,6000.0,4.49999999999999e-05,,,,
2,False,0.0016200000000000001,4800.0,4600.0,4600.0,200.0,0.00027999999999999987,3571.428571428573,5e-06,31999999.999999996,1160000000.0,,16737945.492662478,0.9439456816984749,-1600.0,4200.0,8.000000000000021e-05,,,,
3,False,0.0020800000000000003,8200.0,8400.0,8400.0,-200.0,0.0004600000000000001,2173.91304347826,5e-06,31999999.999999996,2200000000.0,,18742396.180598427,0.9923304374020614,-1200.0,7800.0,6.499999999999995e-05,,,,
4,False,0.0022900000000000004,4400.0,4800.0,4800.0,-400.0,0.00021000000000000012,4761.90476190476,5e-06,31999999.999999996,1280000000.0,,22033771.106941864,0.8573360895088697,-2600.0,4000.0,0.00023499999999999997,,,,
5,False,0.00253,5600.0,5800.0,5800.0,-200.0,0.00023999999999999976,4166.666666666671,5e-06,31999999.999999996,1440000000.0,,21772432.932469927,0.9342048134079466,-1600.0,5200.0,,,,,
6,False,0.0029000000000000007,5000.0,5200.0,5200.0,-200.0,0.00037000000000000054,2702.702702702699,5e-06,31999999.999999996,1320000000.0,,9610264.325680112,0.5310901254392648,-1400.0,4600.0,,,,,
7,True,0.003170000000000001,3800.0,3800.0,3800.0,0.0,0.0002700000000000003,3703.7037037037,5e-06,31999999.999999996,1080000000.0,,6730982.668829521,0.20911291639194218,-1400.0,3400.0,0.000405,,,,
8,False,0.0034100000000000007,6000.0,6000.0,6000.0,0.0,0.00023999999999999976,4166.666666666671,5e-06,31999999.999999996,1440000000.0,,25766265.803268556,0.9663536323972953,-1600.0,5600.0,0.00016500000000000022,,,,
9,False,0.003640000000000001,5800.0,5600.0,5600.0,200.0,0.00023000000000000017,4347.826086956518,5.000000000000664e-06,31999999.999995753,1440000000.0,,25279774.489076845,0.9622029793647755,-1200.0,5400.0,0.00015999999999999955,,,,
10,False,0.0038900000000000002,6000.0,6000.0,6000.0,0.0,0.00024999999999999935,4000.0000000000105,5e-06,31999999.999999996,1479999999.9999998,,24483282.674771953,0.9631380835588726,-1600.0,5600.0,0.0002450000000000004,,,,
11,False,0.0041400000000000005,5800.0,6000.0,6000.0,-200.0,0.0002500000000000002,3999.9999999999964,5e-06,31999999.999999996,1519999999.9999998,,23219713.417281725,0.9609055738551256,-1400.0,5400.0,0.00013500000000000057,,,,
12,False,0.004450000000000001,6200.0,6200.0,6200.0,0.0,0.0003100000000000004,3225.8064516128993,5e-06,31999999.999999996,1519999999.9999998,,21042511.80883577,0.9661253158435567,-1600.0,5800.0,6.499999999999995e-05,,,,
13,False,0.00474,4800.0,5200.0,5200.0,-400.0,0.00028999999999999946,3448.275862068972,5e-06,31999999.999999996,1360000000.0,,18411483.253588524,0.9552263995857793,-1400.0,5200.0,,,,,
14,False,0.005220000000000001,6200.0,6200.0,6200.0,0.0,0.0004800000000000004,2083.3333333333317,5e-06,31999999.999999996,1479999999.9999998,,13856590.687425492,0.9736306034033035,-1600.0,5800.0,,,,,
